Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 1372, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3075, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3107, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3118, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3122, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 3127, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3130, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 3174, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3283, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3299, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3506, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 3598, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3690, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 3709, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 3716, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 3728, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 4055, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 4204, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4232, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4253, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 4302, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 4406, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4812, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4819, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4842, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 4852, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 1420, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 1431, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1456, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1464, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 1481, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1521, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1590, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 1680, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 1707, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1897, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1921, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 1948, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 1962, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1966, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1967, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 2001, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 2013, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 2019, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 2033, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2119, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2159, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2269, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 2434, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 2444, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 2451, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2528, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2532, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 2539, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 2547, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2598, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2600, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2700, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2716, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2912, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '72.20.15.61-TCP', 'biflow_src_port': 2980, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 2981, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 3681, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '193.23.181.44-TCP', 'biflow_src_port': 3105, 'biflow_dst_port': 179}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 3156, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3281, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3282, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3319, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 1843, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '202.95.154.126-TCP', 'biflow_src_port': 2038, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 2398, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 2550, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 3134, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 9 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 3480, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 9 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 3528, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 3930, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.128.246.102-TCP', 'biflow_src_port': 1200, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 1328, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 6 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 1674, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 5 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '46.4.36.120-TCP', 'biflow_src_port': 2204, 'biflow_dst_port': 443}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 1831, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 1901, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 1939, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 1981, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2020, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2048, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2073, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2200, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.232.198-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80} | Inverse filter: {'bihost_fwd_id': '74.125.232.198-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 80, 'biflow_dst_port': 1027}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2396, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2462, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2493, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2496, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2502, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2522, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2568, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2632, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2709, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2741, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2777, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2878, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 2900, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2923, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '67.19.72.206-TCP', 'biflow_src_port': 2943, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 3 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '174.37.196.55-TCP', 'biflow_src_port': 3065, 'biflow_dst_port': 80}
