Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-TCP', 'bihost_bwd_id': '74.125.232.199-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '65.55.56.40-UDP', 'biflow_src_port': 123, 'biflow_dst_port': 123}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-TCP', 'bihost_bwd_id': '74.125.232.205-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '65.55.56.40-UDP', 'biflow_src_port': 123, 'biflow_dst_port': 123}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-TCP', 'bihost_bwd_id': '74.125.232.203-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '65.55.56.40-UDP', 'biflow_src_port': 123, 'biflow_dst_port': 123}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-TCP', 'bihost_bwd_id': '74.125.232.198-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '65.55.56.40-UDP', 'biflow_src_port': 123, 'biflow_dst_port': 123}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1025, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-TCP', 'bihost_bwd_id': '74.125.232.204-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '65.55.56.40-UDP', 'biflow_src_port': 123, 'biflow_dst_port': 123}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-TCP', 'bihost_bwd_id': '213.232.93.3-TCP', 'biflow_src_port': 1038, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-TCP', 'bihost_bwd_id': '213.179.58.83-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1038, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-TCP', 'bihost_bwd_id': '89.16.176.16-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-TCP', 'bihost_bwd_id': '86.65.39.15-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-TCP', 'bihost_bwd_id': '82.96.64.4-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-TCP', 'bihost_bwd_id': '82.96.64.4-TCP', 'biflow_src_port': 1036, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '78.40.125.4-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-TCP', 'bihost_bwd_id': '38.229.70.20-TCP', 'biflow_src_port': 1038, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-TCP', 'bihost_bwd_id': '93.152.160.101-TCP', 'biflow_src_port': 1038, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-TCP', 'bihost_bwd_id': '89.16.176.16-TCP', 'biflow_src_port': 1038, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-TCP', 'bihost_bwd_id': '195.113.232.90-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-TCP', 'bihost_bwd_id': '195.113.232.90-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-TCP', 'bihost_bwd_id': '195.113.232.90-TCP', 'biflow_src_port': 1037, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-TCP', 'bihost_bwd_id': '195.113.232.90-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1040, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-TCP', 'bihost_bwd_id': '195.113.232.75-TCP', 'biflow_src_port': 1039, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1039, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1043, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1043, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1043, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1043, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1045, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1045, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1045, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1045, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1044, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1045, 'biflow_dst_port': 161}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '82.96.64.4-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.232.197-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1026, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-TCP', 'bihost_bwd_id': '213.232.93.3-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-TCP', 'bihost_bwd_id': '74.125.232.202-TCP', 'biflow_src_port': 1029, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1026, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-TCP', 'bihost_bwd_id': '213.179.58.83-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-TCP', 'bihost_bwd_id': '74.125.232.196-TCP', 'biflow_src_port': 1029, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-TCP', 'bihost_bwd_id': '213.179.58.83-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 2 | Standard filter: {'bihost_fwd_id': '147.32.84.193-TCP', 'bihost_bwd_id': '74.125.232.206-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-TCP', 'bihost_bwd_id': '213.92.8.4-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-TCP', 'bihost_bwd_id': '74.125.232.202-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-TCP', 'bihost_bwd_id': '82.96.64.4-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-TCP', 'bihost_bwd_id': '74.125.232.204-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-TCP', 'bihost_bwd_id': '78.40.125.4-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-TCP', 'bihost_bwd_id': '74.125.232.198-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1026, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-TCP', 'bihost_bwd_id': '38.229.70.20-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-TCP', 'bihost_bwd_id': '74.125.232.207-TCP', 'biflow_src_port': 1029, 'biflow_dst_port': 80}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-TCP', 'bihost_bwd_id': '216.155.130.130-TCP', 'biflow_src_port': 1026, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-TCP', 'bihost_bwd_id': '74.125.232.204-TCP', 'biflow_src_port': 1028, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.80.9-UDP', 'biflow_src_port': 1026, 'biflow_dst_port': 53}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-TCP', 'bihost_bwd_id': '213.232.93.3-TCP', 'biflow_src_port': 1027, 'biflow_dst_port': 6667}
Collection: tcp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-TCP', 'bihost_bwd_id': '74.125.232.202-TCP', 'biflow_src_port': 1029, 'biflow_dst_port': 80}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1039, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1035, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.192-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1036, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1039, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1036, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.191-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1037, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.209-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.207-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1040, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.165-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.205-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1042, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.204-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1037, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.206-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.193-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1038, 'biflow_dst_port': 161}
Collection: udp_biflows | Standard modification: 1 | Standard filter: {'bihost_fwd_id': '147.32.84.208-UDP', 'bihost_bwd_id': '147.32.96.69-UDP', 'biflow_src_port': 1041, 'biflow_dst_port': 161}
